#,Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,AST/TO,FTR,3PATR,SQ,HT,POS,CLASS,CONFERENCE,SEASON,YEAR,POS-GROUP,PORTAL,TIER-LEVEL,COUNT
4121,Jeff Nwankwo,OKLA,0.399,0.382,104.3,3.2,22,12.7,9.8,10.4,2.3,0,17.5,0.5,0.9,93.1,108.6,-15.5,46,7.7,23,11.9,3,1,3.3,0.303,0.5,2.2,0.24,0.5,1,0.5,0.3,2.1,2.4,0.7,0.5,0,0.4,1.7,1.75,30.3,66.7,49.0,6-6,F,Sr,SEC,25-26,26,FORWARD,0,Power 5,FALSE
4122,Jalen Harper,URI,0.505,0.469,134.9,5,15.9,10.3,4.5,15.6,0.5,2.2,14.6,-2.9,1.2,100.6,107.6,-7,35,7.7,22,11.5,2.7,0.8,2.2,0.367,0.5,1.3,0.345,0.6,1,0.636,0.5,1.4,1.8,0.3,0.1,0.2,0.5,1.2,0.60,45.5,59.1,52.6,6-4,G,Fr,A-10,25-26,26,GUARD,0,High-Major,FALSE
4123,Isaiah Watts,UMD,0.451,0.432,126,2,12,6.8,8.4,15.3,2.6,2.1,15.9,-2.1,1,92.1,111.6,-19.5,63.8,7.7,26,18.5,4.4,1.5,4.5,0.331,0.9,3.3,0.279,0.5,0.8,0.65,0.3,1.7,2,0.8,0.8,0.3,0.9,1.8,0.89,17.8,73.3,58.5,6-3,G,Jr,B10,25-26,26,GUARD,0,Power 5,FALSE
4124,Makoi Mabor Marier,UNCW,0.529,0.5,125,15.6,18.2,16.9,3.8,32.3,0.3,1,12.4,-6.6,1.2,97.7,101.8,-4.1,40.8,7.7,27,8.5,1.5,0.6,1.3,0.5,0,0,0,0.2,0.3,0.75,1.1,1.3,2.4,0.2,0,0.1,0.7,1.3,0.29,23.1,0.0,28.3,6-11,C,So,CAA,25-26,26,BIG,0,Mid-Major,FALSE
4125,Elijah Mitchell,PVAMU,0.506,0.368,151.8,1.7,14.9,8.3,11.1,7.5,0.4,2.2,8.9,3,1.3,119.7,109.4,10.3,23.5,7.7,19,7.3,1.3,0.3,1,0.316,0.1,0.4,0.286,0.6,0.6,0.917,0.1,0.9,1,0.5,0.1,0.2,0.1,1,5.00,60.0,40.0,48.0,6-5,F,So,SWC,25-26,26,FORWARD,0,Low-Major,FALSE
4126,Devon Arlington,YALE,0.449,0.426,134.1,2.4,16,9.5,19.4,27.3,2.4,1.1,15.5,0.4,1,91.3,103.5,-12.3,63,7.7,24,14.4,2.8,1,2.8,0.353,0.4,1.2,0.345,0.4,0.6,0.643,0.3,1.9,2.1,1.8,0.6,0.1,1.2,1.7,1.50,21.4,42.9,45.3,6-3,G,Sr,IVY,25-26,26,GUARD,0,Mid-Major,FALSE
4127,Karris Bilal,LA,0.437,0.387,145.9,3.6,8.7,5.9,3.8,5.5,1.9,0.7,16.5,-0.4,1,99.2,113,-13.8,34.4,7.7,19,19.2,4.7,1.6,4.9,0.323,0.6,2.3,0.279,0.9,1.1,0.857,0.5,1.1,1.6,0.4,0.6,0.1,0.3,1.8,1.33,22.4,46.9,51.6,6-2,G,Fr,Sun Belt,25-26,26,GUARD,0,Mid-Major,FALSE
4128,Cole McCabe,RIDER,0.421,0.364,134.6,7,12.3,9.5,6,14.1,1.5,3.8,14.3,-2,1,92.5,114,-21.5,44,7.7,26,12.8,2.6,0.9,2.7,0.329,0.2,0.9,0.217,0.6,0.8,0.8,0.8,1.2,2,0.4,0.3,0.4,0.5,1.8,0.80,29.6,33.3,40.6,6-8,F,So,MAAC,25-26,26,FORWARD,0,Low-Major,FALSE
4129,Jaret Valencia,WICHI,0.397,0.339,115.1,6.8,9.9,8.3,8.1,9.3,0.4,4.1,15.3,0.5,1,101.7,106.2,-4.5,19.9,7.7,11,13.2,2.8,0.8,2.8,0.29,0.3,1,0.273,0.9,1.5,0.588,0.7,1.1,1.8,0.6,0.1,0.5,0.4,1.4,1.50,53.6,35.7,42.3,6-8,F,Jr,AAC,25-26,26,FORWARD,0,High-Major,FALSE
4130,Baye Fall,RUTG,0.36,0.333,83.3,10.6,29.6,20,4.1,22.3,1.3,7.5,10.3,-3.2,0.8,83.1,101.2,-18.1,9.5,7.7,9,4.9,0.6,0.2,0.7,0.333,0,0,0,0.1,0.2,0.5,0.4,1.2,1.7,0.1,0.1,0.3,0.2,1.2,0.50,28.6,0.0,20.5,6-11,C,Jr,B10,25-26,26,BIG,0,Power 5,FALSE
4131,Foster Wonders,CLEST,0.52,0.511,143.4,1.9,10.2,6.1,6.3,7.2,1.1,0,12.4,0.6,1.1,108.9,124.8,-15.8,89.6,7.7,28,22.2,5.3,1.9,4.9,0.38,1.3,3.9,0.327,0.3,0.4,0.727,0.3,1.8,2.1,0.8,0.4,0,0.4,1.5,2.00,8.2,79.6,65.9,6-5,G,Sr,Horizon,25-26,26,GUARD,0,Low-Major,FALSE
4132,Anthony Finkley,STJOE,0.433,0.358,132.1,5.2,14.9,10.2,15.6,17.4,0.7,1,20.7,-1.5,1,92.8,105.4,-12.6,88.4,7.7,26,20.3,6,1.6,5.8,0.272,1,3.8,0.263,1.8,2.3,0.787,0.9,2.7,3.6,1.7,0.2,0.2,1.5,1.9,1.13,39.7,65.5,62.4,6-7,F,Jr,A-10,25-26,26,FORWARD,0,High-Major,FALSE
4133,Jayden Jones,TNST,0.413,0.375,137.5,0,6.3,3.5,0,0,0,0,24.7,0,0.9,101,91.2,9.8,0.9,7.7,4,3.8,1.8,0.8,2,0.375,0,0.3,0,0.3,0.3,1,0,0.3,0.3,0,0,0,0,0.3,,15.0,15.0,29.7,6-4,G,Fr,OVC,25-26,26,GUARD,0,Low-Major,FALSE
4134,Jordan Pennick,USNA,0.482,0.449,140.1,0.9,9.9,5.7,10,15.1,1.5,1.1,18.3,-1.6,1.1,95.1,99.9,-4.8,91.4,7.7,29,24.6,6.9,2.3,6.5,0.351,1.3,4.2,0.306,1.1,1.5,0.744,0.2,2,2.2,1.3,0.6,0.2,1.3,1.9,1.00,23.1,64.6,65.0,5-11,G,Jr,Patriot,25-26,26,GUARD,0,Low-Major,FALSE
4135,Michael Rogan,FAIR,0.538,0.538,74.7,6.8,14,10.2,3.2,13.3,0.6,0,7.4,-0.7,1.1,119,106.7,12.4,16.5,7.7,11,8.6,1.3,0.5,1.2,0.462,0.2,0.6,0.286,0,0,0,0.5,1,1.5,0.2,0.1,0,0.2,0.5,1.00,0.0,50.0,36.5,6-6,GF,Jr,MAAC,25-26,26,WING,0,Low-Major,FALSE
4136,Simm Marten Saadi,UWYOM,0.48,0.464,166,4.3,11.9,8.1,5.4,14.1,1.5,2.6,21.1,-4,1,96.7,108.3,-11.6,25.6,7.7,27,8.7,3,1,3.1,0.337,0.8,2.4,0.323,0.2,0.2,1,0.3,0.8,1.1,0.3,0.2,0.2,0.5,1.5,0.60,6.5,77.4,59.1,6-9,SF,Fr,MWC,25-26,26,WING,0,High-Major,FALSE
4137,Trenton Ruth,STONE,0.417,0.387,123.9,1.5,10.2,6,23.1,16.2,1.8,0.3,22.5,0.3,0.9,87.2,102.8,-15.6,44.4,7.7,28,11.7,3.5,1.3,3.8,0.33,0.4,1.5,0.279,0.6,1,0.63,0.1,1,1.1,1.3,0.4,0,0.8,1,1.63,26.3,39.5,43.9,6-4,G,So,NEC,25-26,26,GUARD,0,Low-Major,FALSE
4138,Kaia Isaac,TARST,0.499,0.465,158.6,1.6,9.6,5.5,11.7,23,2.7,0.2,13.5,-1.8,1.1,91.7,103.4,-11.7,105.3,7.7,28,25.8,5.5,1.9,5.1,0.378,0.9,2.7,0.333,0.8,0.9,0.875,0.3,1.9,2.2,1.8,1.3,0,1.6,1.4,1.13,17.6,52.9,57.7,6-4,G,Sr,WAC,25-26,26,GUARD,0,Mid-Major,FALSE
4139,Landen Birley,IDHST,0.5,0.5,50,0,8.8,4.3,10.5,0,0,3.5,6.3,4.2,1,131.9,115.9,16.1,5,7.7,8,4,0.5,0.3,0.5,0.5,0,0.3,0,0,0,0,0,0.3,0.3,0.3,0,0.1,0,0.1,,0.0,60.0,28.0,6-4,G,Fr,BSKY,25-26,26,GUARD,0,Low-Major,FALSE
4140,Dusty Stromer,GCU,0.461,0.413,142.8,4,10.3,7.2,7.8,13.4,1.3,0.5,16.4,-1.5,1,98.7,103.7,-5,83.8,7.6,27,23.1,6.2,1.9,5.9,0.327,1.1,3.6,0.302,1.3,1.6,0.81,0.7,2,2.7,1,0.5,0.1,1,1.8,1.00,27.1,61.0,61.6,6-6,GF,Jr,WCC,25-26,26,WING,0,High-Major,FALSE
4141,Akiva McBirney-Griffin,UCI,0.44,0.407,96.7,8.1,15.2,11.9,7.3,25,2.3,3.4,16,-5.1,1.1,83.4,92.2,-8.8,45.9,7.6,27,9.9,2.1,0.8,2,0.407,0,0.3,0,0.5,0.9,0.56,0.7,1.4,2.1,0.4,0.4,0.3,0.8,1.4,0.50,45.0,15.0,29.3,6-10,F,Jr,BWC,25-26,26,FORWARD,0,Mid-Major,FALSE
4142,Jayden Forsythe,WVU,0.429,0.429,57.1,0,11.9,6.1,0,0,3,0,17.8,0,0.9,100.7,80.5,20.2,2.3,7.6,5,4.2,1.2,0.4,1.4,0.286,0.4,1.4,0.286,0,0,0,0,0.4,0.4,0,0.2,0,0,0.4,,0.0,100.0,44.2,6-5,GF,Fr,B12,25-26,26,WING,0,Power 5,FALSE
4143,"Cyril Franklin, Jr.",UCD,0.563,0.579,91.2,1.2,8.9,4.9,14.3,28.1,1.1,5.9,13.4,-2.5,1.2,89.8,106.3,-16.6,16.4,7.6,15,6.8,1.5,0.7,1.3,0.579,0,0.2,0,0.1,0.2,0.333,0.1,0.5,0.5,0.5,0.1,0.3,0.5,0.6,1.00,15.4,15.4,27.9,6-5,GF,So,BWC,25-26,26,WING,0,Mid-Major,FALSE
4144,Cade Stinnett,WKU,0.433,0.286,146.4,6,14.5,10.1,2.3,0,0,1.7,11.3,0.9,1.1,118.4,106.3,12.1,11.1,7.6,11,6.7,1.4,0.3,1.3,0.214,0.2,0.7,0.25,0.6,0.6,1,0.4,0.8,1.2,0.1,0,0.1,0,0.6,,46.2,53.8,47.6,6-3,G,Sr,C-USA,25-26,26,GUARD,0,Mid-Major,FALSE
4145,Mihajlo Petrovic,ILL,0.399,0.361,136.7,5,7.4,6.3,32.1,25.1,1.7,0,25.6,-0.3,0.9,90.6,102.3,-11.7,17,7.6,15,6.8,2.1,0.8,2.4,0.333,0.1,0.7,0.2,0.3,0.4,0.833,0.3,0.5,0.7,1.3,0.2,0,0.9,0.4,1.44,16.7,29.2,36.8,6-3,PG,Fr,B10,25-26,26,GUARD,0,Power 5,FALSE
4146,Gabe Stewart,IUI,0.328,0.281,100,15.2,28.3,21.1,3.6,13.2,0,5.8,13.8,-2,0.8,89.3,114.1,-24.8,18.3,7.6,12,5.9,1.1,0.3,1.3,0.25,0.1,0.3,0.25,0.3,0.7,0.5,0.8,1.3,2.1,0.2,0,0.3,0.3,0.7,0.67,53.8,23.1,33.1,6-9,F,Fr,Horizon,25-26,26,FORWARD,0,Low-Major,FALSE
4147,Evan van der Plas,CAN,0.505,0.55,113.6,5.4,13.9,9.5,3.3,19.3,2.2,1.9,17.8,-5.9,1.3,87.7,107,-19.4,15.5,7.6,22,6.4,1.7,0.6,1.4,0.467,0.2,0.6,0.357,0.2,0.7,0.313,0.3,0.6,0.9,0.1,0.2,0.1,0.4,1,0.25,50.0,42.9,44.2,6-5,F,So,MAAC,25-26,26,FORWARD,0,Low-Major,FALSE
4148,Merritt Alderink,EMICH,0.452,0.435,126.7,10.5,16.8,13.6,3.1,19.4,1.7,1.2,18.3,-5.9,1,88.5,106,-17.5,24.5,7.6,25,6.9,1.8,0.7,1.8,0.37,0.2,0.9,0.273,0.2,0.3,0.625,0.6,1,1.6,0.1,0.2,0.1,0.5,1.1,0.20,16.7,50.0,42.6,6-7,F,So,MAC,25-26,26,FORWARD,0,Mid-Major,FALSE
4149,Jah'kim Payne,TNTCH,0.513,0.492,155.1,4.5,9.3,7,17.8,30.5,1.5,0.7,16,-3.1,1.1,90.2,112.2,-21.9,51.6,7.6,22,13.8,3.2,1.1,2.9,0.391,0.6,1.5,0.382,0.3,0.4,0.778,0.5,1.1,1.6,1.4,0.4,0.1,1.4,0.6,1.00,13.8,51.7,51.9,6-6,F,Jr,OVC,25-26,26,FORWARD,0,Low-Major,FALSE
4150,Austin Cross,TROY,0.478,0.466,124.2,4.3,8.5,6.5,4.7,9.6,1.6,0.5,13.2,-0.7,1.1,104.7,107.4,-2.6,63.6,7.6,30,15.7,3.6,1.2,3.4,0.343,0.8,2.5,0.333,0.4,0.8,0.565,0.5,1.1,1.6,0.4,0.4,0.1,0.4,1.1,1.00,23.5,73.5,56.6,6-3,G,Fr,Sun Belt,25-26,26,GUARD,0,Mid-Major,FALSE
4151,Everett Barnes,L-MD,0.442,0.516,115.1,6.5,18.5,12.3,6.3,15,0.9,5.2,12.3,-1.2,1.1,92.4,109.5,-17.1,31.8,7.6,22,8.6,1.6,0.7,1.4,0.484,0.1,0.2,0.5,0.1,0.8,0.167,0.5,1.2,1.7,0.3,0.1,0.4,0.3,1.4,1.00,57.1,14.3,38.5,6-9,FC,Fr,Patriot,25-26,26,FORWARD,0,Low-Major,FALSE
4152,"Robert Davis, Jr.",ODU,0.448,0.426,143.7,1.3,9,5.1,8.9,9.7,0.9,0.4,18.9,-0.5,0.9,92.4,113.1,-20.8,93,7.6,23,31,9.5,3.2,10,0.316,2.2,7.1,0.313,0.9,1.1,0.808,0.3,2.3,2.7,1.5,0.5,0.1,1.1,1.1,1.36,11.0,71.0,78.8,6-6,GF,Jr,Sun Belt,25-26,26,WING,0,Mid-Major,FALSE
4153,Matija Zuzic,UWG,0.434,0.407,146.8,4.6,13.8,9,7.2,14.2,1.1,2.1,18.2,-2.4,0.9,91,115.4,-24.4,45.5,7.6,20,15.4,4.2,1.4,4.6,0.308,0.9,2.8,0.327,0.5,0.6,0.833,0.6,1.7,2.3,0.7,0.3,0.3,0.8,1.2,0.88,13.0,60.9,56.1,6-7,F,Sr,A-SUN,25-26,26,FORWARD,0,Low-Major,FALSE
4154,Kiani Saxon,UWYOM,0.538,0.571,129.1,7.2,15.7,11.3,4.7,25.4,1.4,5.2,8,-2.1,1.4,102.2,106.3,-4.1,74.4,7.6,28,15.9,2,0.8,1.5,0.5,0.2,0.5,0.4,0.3,0.8,0.391,0.9,1.9,2.8,0.5,0.4,0.7,0.6,2.3,0.83,53.3,33.3,45.6,6-8,PF,Sr,MWC,25-26,26,FORWARD,0,High-Major,FALSE
4155,Zach Kinziger,UWISC,0.414,0.409,110.4,0,7.7,3.9,13.5,4.2,3.5,0,18.5,3.5,0.9,95.7,107,-11.3,6.8,7.6,12,5.5,1.6,0.6,1.8,0.318,0.3,1.2,0.286,0.1,0.2,0.5,0,0.3,0.3,0.4,0.3,0,0.1,1,4.00,11.1,66.7,43.8,6-3,G,Fr,B10,25-26,26,GUARD,0,Power 5,FALSE
4156,Xavion Staton,BYU,0.505,0.5,100,2.9,7.5,5.4,9.2,16.8,0,12.4,6.5,2.3,1.3,115.7,95.5,20.2,7.5,7.6,10,4.5,0.5,0.2,0.4,0.5,0,0,0,0.1,0.2,0.5,0.1,0.3,0.4,0.3,0,0.5,0.1,0.8,3.00,50.0,0.0,27.7,6-11,C,Fr,B12,25-26,26,BIG,0,Power 5,FALSE
4157,Erez Poren,NAU,0.324,0.321,76.2,7.7,24.6,15.9,7.5,11.5,1.8,1.8,13.9,0,0.7,82.5,110.6,-28.1,13.4,7.5,12,5.5,0.8,0.3,1.2,0.286,0.1,0.6,0.143,0.1,0.3,0.333,0.3,1,1.3,0.3,0.2,0.1,0.2,0.3,1.50,25.0,50.0,31.2,6-6,F,Fr,BSKY,25-26,26,FORWARD,0,Low-Major,FALSE
4158,Braelon Green,EMICH,0.504,0.505,127,1.4,8.5,5,11.4,16.5,1.5,0.8,13.9,-0.2,1.1,96.9,109,-12.1,66.4,7.5,26,19.8,4.5,1.8,4.2,0.431,0.6,1.7,0.372,0.3,0.6,0.467,0.2,1.4,1.7,1.3,0.5,0.2,0.9,1.8,1.44,14.3,40.5,47.6,6-3,G,Jr,MAC,25-26,26,GUARD,0,Mid-Major,FALSE
4159,Corleone Dandridge,DEN,0.418,0.412,91.2,7.9,20,14,1.9,21.8,2.9,0,14.2,-5.4,0.9,83.2,113.2,-30,13.3,7.5,9,8.7,1.7,0.8,1.9,0.412,0,0.9,0,0.1,0.2,0.5,0.6,1.4,2,0.1,0.4,0,0.6,0.7,0.17,10.5,47.4,32.3,6-5,GF,Fr,Summit,25-26,26,WING,0,Low-Major,FALSE
4160,Will Wilson,HCU,1.053,0,100,0,0,0,0,51.3,0,18,13.9,-15.8,0,105.6,88,17.6,0.3,7.5,1,6,2,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,1,2,0.00,,,,6-3,GF,Sr,SLC,25-26,26,WING,0,Low-Major,FALSE
4161,Jaymen Townsend,KENT,0,0,0,0,9.1,5.4,34.9,0,5.3,0,13.4,25,0,93.7,68.9,24.8,3,7.5,1,9,0,0,3,0,0,1,0,0,0,0,0,1,1,4,1,0,0,1,,0.0,33.3,10.0,6-6,GF,Fr,MAC,25-26,26,WING,0,Mid-Major,FALSE
4162,Jaylen Thompson,STAN,0.528,0.528,66.7,2,6.7,4.2,2.7,10,2.7,2.7,8,-0.5,1.1,108.8,107.3,1.5,14,7.5,15,8.5,1.3,0.6,1.2,0.5,0.1,0.4,0.167,0,0,0,0.1,0.4,0.5,0.1,0.4,0.2,0.1,0.9,1.00,0.0,33.3,29.7,6-8,F,Jr,ACC,25-26,26,FORWARD,0,Power 5,FALSE
4163,B.J. Powell,HWRD,0.505,0.48,152.3,0,7.3,3.6,13,16.3,2,0,20.9,-2.3,1.2,96.6,99.9,-3.3,7.5,7.5,19,4.5,1.6,0.6,1.3,0.44,0.1,0.2,0.5,0.4,0.6,0.583,0,0.3,0.3,0.3,0.2,0,0.3,0.7,1.00,46.2,15.4,43.9,6-0,G,Fr,MEAC,25-26,26,GUARD,0,Low-Major,FALSE
4164,Fischer Brown,WCU,0.458,0.458,55,3.5,10.9,6.9,6.8,11.1,1.7,0,12.9,-0.3,0.9,99.4,115.1,-15.7,13.5,7.5,10,9.6,2.2,1,2.4,0.417,0.2,1.5,0.133,0,0,0,0.3,0.8,1.1,0.4,0.3,0,0.3,0.7,1.33,0.0,62.5,36.2,6-4,F,So,SoCon,25-26,26,FORWARD,0,Low-Major,FALSE
4165,Charles Stone,KENN,0.302,0.278,86.5,7,10.7,9.1,0,0,3,5.8,25.7,0,0.7,83.8,74.6,9.2,2.5,7.5,6,2.8,1,0.3,1.5,0.222,0.2,1.2,0.143,0.2,0.3,0.5,0.2,0.3,0.5,0,0.2,0.2,0,0.2,,20.0,80.0,39.1,6-2,G,Sr,C-USA,25-26,26,GUARD,0,Mid-Major,FALSE
4166,Yancarlos Cueto,NC A&T,0.504,0.458,141.7,4.7,10.1,7.6,9.7,26.5,4.2,0,17.1,-5.5,1.2,89.3,99.2,-9.8,6.8,7.5,7,7.4,2,0.6,1.7,0.333,0.4,1.3,0.333,0.4,0.6,0.75,0.3,0.7,1,0.4,0.6,0,0.7,1.3,0.57,35.3,76.5,55.0,6-5,G,Fr,CAA,25-26,26,GUARD,0,Mid-Major,FALSE
4167,Sean Lang,MC,0.337,0.25,104,6.2,15.2,10.6,10.9,19,3,0.3,6.4,2.6,0.8,99.8,100.7,-0.9,63.1,7.4,27,13.3,0.9,0.2,1,0.214,0.1,0.6,0.133,0.3,0.5,0.692,0.6,1.5,2.1,0.9,0.7,0,0.3,1.3,3.00,50.0,60.0,39.0,6-3,G,Sr,NEC,25-26,26,GUARD,0,Low-Major,FALSE
4168,Daniel Tobiloba,UCR,0.167,0.167,16.7,25.4,18.2,21.6,0,0,2.2,3.5,11.8,0,0.3,84.7,103.7,-18.9,5.5,7.4,8,3.3,0.3,0.1,0.8,0.167,0,0,0,0,0,0,0.6,0.5,1.1,0,0.1,0.1,0,0.5,,0.0,0.0,5.8,7-0,C,Jr,BWC,25-26,26,BIG,0,Mid-Major,FALSE
4169,Omer Hamama,KENT,0.455,0.405,133.2,0.7,12.5,6.7,27,27.7,1.6,0,15.8,1.5,1,93.1,108.7,-15.6,32,7.4,21,8,1.8,0.7,1.8,0.378,0.1,0.6,0.154,0.4,0.5,0.8,0,0.9,0.9,1.3,0.2,0,0.8,0.6,1.63,27.8,33.3,38.6,6-2,SF,Fr,MAC,25-26,26,WING,0,Mid-Major,FALSE
4170,Patrick O'Brien,BUCK,0.2455,0.1985,61.15,1.55,7.05,4.2,1.45,4.8,0.3,1.55,6.7,-0.75,0.7,51.1,114.75,-63.65,12.55,3.7,11.5,5.9,1.1,0.3,0.8,0.1765,0.05,0.45,0.0835,0.45,0.65,0.352,0.1,0.5,0.6,0.05,0.05,0.1,0.1,0.5,0.50,81.3,56.3,33.0,6-8,F,Jr,Patriot,25-26,26,FORWARD,0,Low-Major,FALSE
4171,Jefferson Koulibaly,GASO,0.425,0.395,116.3,4.7,10.2,7.3,6.7,10.5,2.1,0,14.8,-0.7,1,94.3,111.2,-16.9,51.4,7.4,18,22.2,5.2,1.8,5.3,0.337,0.6,2.4,0.25,1.1,1.8,0.576,0.9,1.8,2.7,0.8,0.9,0,0.7,2,1.14,34.0,45.3,49.1,6-3,PG,Sr,Sun Belt,25-26,26,GUARD,0,Mid-Major,TRUE
4172,Corey Dunning,PVAMU,0.513,0.524,92.4,8.1,11.7,9.9,5.4,30,2.4,5.9,4.4,-0.5,1.1,110.2,106.3,4,62.9,7.4,25,14.1,1,0.4,0.8,0.524,0,0,0,0.1,0.2,0.4,1,1.4,2.3,0.5,0.6,0.8,0.4,2.5,1.25,25.0,0.0,24.5,6-9,F,Sr,SWC,25-26,26,FORWARD,0,Low-Major,FALSE
4173,Kennedy Brown,FIU,0.418,0.412,85.6,9.3,17.4,13.4,4.8,17.3,0.8,4.2,15.8,-3.7,0.9,88.9,105.1,-16.2,23.9,7.4,17,7.9,1.9,0.8,2,0.412,0,0.2,0,0.2,0.5,0.444,0.6,1.2,1.9,0.2,0.1,0.3,0.5,1.1,0.40,25.0,10.0,24.1,6-8,F,Sr,C-USA,25-26,26,FORWARD,0,Mid-Major,FALSE
4174,Howie Keene,MTSTU,0.445,0.423,158.9,3.7,13.6,8.6,5.7,14.8,2.9,1.1,12.3,-1.2,0.9,95.4,102.4,-7,28.4,7.4,20,10,1.8,0.6,2,0.308,0.5,1.6,0.281,0.2,0.2,1,0.3,1.1,1.4,0.4,0.5,0.1,0.4,1.1,1.00,10.0,80.0,53.6,6-7,F,Fr,BSKY,25-26,26,FORWARD,0,Low-Major,FALSE
4175,David Onanina,BTHCK,0.427,0.5,50,12.4,23.4,17.9,7.7,23.4,0.8,1.6,15.6,-4.4,1,84.5,110.4,-25.9,12.9,7.4,9,7.7,1.6,0.8,1.6,0.5,0,0,0,0,0.6,0,0.8,1.4,2.2,0.3,0.1,0.1,0.6,1.2,0.50,37.5,0.0,18.7,6-8,F,Jr,SWC,25-26,26,FORWARD,0,Low-Major,FALSE
4176,Kingston Price,FORD,0.576,0.576,81.8,1.7,6.1,3.8,9.6,17.5,1.2,0,14,-1.2,1.2,107.1,102.2,4.9,14,7.4,19,7.6,2,0.8,1.7,0.485,0.3,0.9,0.333,0,0,0,0.1,0.4,0.5,0.4,0.2,0,0.4,1.1,1.00,0.0,52.9,40.9,6-2,G,So,A-10,25-26,26,GUARD,0,High-Major,FALSE
4177,Mason So,MSMU,0.538,0.51,154.7,1.7,14.2,8.3,23.3,33.7,1.6,0.9,15.2,-1.9,1.2,90.3,105.9,-15.6,96.9,7.4,28,19.3,4.1,1.4,3.5,0.402,0.8,2.1,0.356,0.5,0.7,0.789,0.3,2.3,2.6,2.4,0.5,0.1,1.9,1.7,1.26,20.0,60.0,57.1,6-2,G,Jr,MAAC,25-26,26,GUARD,0,Low-Major,FALSE
4178,Caleb Steger,BOS,0.503,0.477,133.9,1.4,9.8,5.5,3.1,12.6,1.1,0.7,18,-3.4,1.1,95.6,107.4,-11.8,32.5,7.4,27,11.6,3.5,1.1,3,0.358,0.8,2.3,0.333,0.6,0.9,0.667,0.1,1,1.1,0.1,0.2,0.1,0.5,1.1,0.20,30.0,76.7,58.6,6-5,F,Fr,ACC,25-26,26,FORWARD,0,Power 5,FALSE
4179,Iker Garmendia,ELON,0.325,0.194,93.5,9.3,17.5,13.3,12.5,10.8,2.8,0,21.7,0.5,0.9,87.9,105.9,-18,9.5,7.4,14,4.6,1.1,0.2,1.3,0.167,0.1,0.6,0.125,0.6,1,0.643,0.4,0.6,1,0.4,0.2,0,0.2,0.6,2.00,76.9,46.2,38.5,6-9,F,So,CAA,25-26,26,FORWARD,0,Mid-Major,FALSE
4180,Lorenzo Abellar,SUU,0.456,0.372,145.3,1.9,6.7,4.3,20,19.9,1.3,0.5,17.4,0.9,1.1,95.2,113.1,-17.9,46.1,7.4,27,12.4,3.3,0.9,2.9,0.321,0.3,0.8,0.364,1.1,1.4,0.769,0.2,0.7,0.9,1.5,0.3,0.1,0.9,1.1,1.67,48.3,27.6,45.7,5-10,G,Sr,WAC,25-26,26,GUARD,0,Mid-Major,FALSE
4181,Evan Nelson,ARZ,0.5,0.5,73.9,1.6,13.9,8.3,12.2,31.3,2.1,1.4,9.8,-0.4,1,93.5,91.5,2,15.8,7.4,19,4,0.6,0.2,0.6,0.364,0.2,0.4,0.375,0,0,0,0.1,0.5,0.6,0.4,0.2,0.1,0.3,0.2,1.33,0.0,66.7,38.9,6-2,SG,Sr,B12,25-26,26,GUARD,0,Power 5,FALSE
4182,Gbenga Olubi,NCCU,0.35,0.35,63.3,14.7,6,10.3,3.6,9.1,2.5,2.7,12.3,-0.7,0.7,95.3,109.2,-13.8,6.5,7.4,12,3.6,0.6,0.3,0.8,0.3,0.1,0.3,0.333,0,0,0,0.4,0.2,0.6,0.1,0.2,0.1,0.1,0.4,1.00,0.0,37.5,27.7,6-7,PF,Sr,MEAC,25-26,26,FORWARD,0,Low-Major,FALSE
4183,Corey Caulker,ECAR,0.412,0.382,136.1,0.7,9.2,4.9,22.6,14.8,1.5,0.1,16.6,3,0.9,92.1,113.2,-21,124.4,7.4,28,30.4,7.1,2.5,8,0.316,1.1,3.7,0.288,1,1.3,0.757,0.2,2.3,2.5,3.6,0.8,0,1.5,2.1,2.40,16.3,46.3,56.3,6-0,G,Jr,AAC,25-26,26,GUARD,0,High-Major,FALSE
4184,Kruz McClure,DEP,0.466,0.402,132.4,1.2,10.2,5.6,16.9,22.1,2.5,0.8,19.5,-2.2,1.1,88.4,104.1,-15.7,55.9,7.4,24,17.5,4.8,1.3,4.3,0.314,0.8,2.7,0.277,1.4,1.9,0.733,0.2,1.4,1.5,1.6,0.8,0.1,1.5,1.6,1.07,44.2,62.8,57.9,6-5,F,Fr,Big East,25-26,26,FORWARD,0,Power 5,FALSE
4185,Daemar Kelly,NIU,0.406,0.346,127.7,4.7,14,9.1,12.1,15.2,1.9,1,18.8,-1.6,0.9,90.1,110,-19.9,81.5,7.4,27,21,5.6,1.7,5.9,0.283,0.7,2.9,0.253,1.5,2,0.741,0.9,2.3,3.1,1.3,0.7,0.2,1.2,1.9,1.08,33.9,49.2,53.2,6-5,GF,Jr,MAC,25-26,26,WING,0,Mid-Major,FALSE
